#\*l[\oA]	F(\*l)
 11004.2  1.02747e+00
 11004.8  9.89822e-01
 11005.5  9.29539e-01
 11006.1  8.67013e-01
 11006.7  9.05120e-01
 11007.4  1.04417e+00
 11008.0  1.12051e+00
 11008.6  1.06804e+00
 11009.3  1.04422e+00
 11009.9  1.07633e+00
 11010.5  1.05769e+00
 11011.2  1.01969e+00
 11011.8  1.01005e+00
 11012.4  9.95167e-01
 11013.1  1.00460e+00
 11013.7  1.03299e+00
 11014.3  1.04114e+00
 11015.0  9.88176e-01
 11015.6  9.42471e-01
 11016.2  1.04858e+00
 11016.9  1.04513e+00
 11017.5  9.70729e-01
 11018.1  9.69677e-01
 11018.8  1.02744e+00
 11019.4  1.03301e+00
 11020.0  1.02337e+00
 11020.7  1.02083e+00
 11021.3  1.01979e+00
 11022.0  9.45815e-01
 11022.6  8.78856e-01
 11023.2  9.51640e-01
 11023.9  1.03518e+00
 11024.5  1.05356e+00
 11025.1  1.01570e+00
 11025.8  9.77928e-01
 11026.4  9.23538e-01
 11027.0  9.36765e-01
 11027.7  1.08516e+00
 11028.3  1.13907e+00
 11028.9  1.00688e+00
 11029.6  9.71215e-01
 11030.2  1.04289e+00
 11030.8  9.87544e-01
 11031.5  8.84443e-01
 11032.1  9.21279e-01
 11032.7  1.03594e+00
 11033.4  1.01838e+00
 11034.0  9.78587e-01
 11034.6  9.39509e-01
 11035.3  9.25169e-01
 11035.9  9.17883e-01
 11036.5  9.31792e-01
 11037.2  9.54870e-01
 11037.8  8.96375e-01
 11038.4  8.74383e-01
 11039.1  9.61481e-01
 11039.7  1.01889e+00
 11040.4  9.80927e-01
 11041.0  9.76488e-01
 11041.6  1.21868e+00
 11042.3  1.30894e+00
 11042.9  1.17244e+00
 11043.5  1.08198e+00
 11044.2  1.10478e+00
 11044.8  1.08733e+00
 11045.4  1.13230e+00
 11046.1  1.21428e+00
 11046.7  1.25154e+00
 11047.3  1.19065e+00
 11048.0  1.12690e+00
 11048.6  1.10041e+00
 11049.2  1.10388e+00
 11049.9  1.12447e+00
 11050.5  1.07537e+00
 11051.1  1.01571e+00
 11051.8  1.00897e+00
 11052.4  1.00605e+00
 11053.0  1.09327e+00
 11053.7  1.10195e+00
 11054.3  1.02999e+00
 11054.9  1.01134e+00
 11055.6  9.68840e-01
 11056.2  9.70813e-01
 11056.9  9.93346e-01
 11057.5  9.34214e-01
 11058.1  9.49035e-01
 11058.8  9.80434e-01
 11059.4  9.76437e-01
 11060.0  1.14255e+00
