#\*l[\oA]	F(\*l)
 10769.9  9.86678e-01
 10770.5  9.96635e-01
 10771.2  9.93115e-01
 10771.8  9.78783e-01
 10772.4  9.66101e-01
 10773.1  9.57468e-01
 10773.7  9.76959e-01
 10774.3  9.80004e-01
 10775.0  1.01139e+00
 10775.6  9.96986e-01
 10776.2  1.01371e+00
 10776.9  1.00528e+00
 10777.5  9.88723e-01
 10778.1  1.00126e+00
 10778.8  1.00609e+00
 10779.4  9.84875e-01
 10780.1  9.93198e-01
 10780.7  1.01869e+00
 10781.3  1.00995e+00
 10782.0  9.92035e-01
 10782.6  1.01450e+00
 10783.2  1.00141e+00
 10783.9  9.88014e-01
 10784.5  1.00650e+00
 10785.1  1.01845e+00
 10785.8  1.00482e+00
 10786.4  1.01096e+00
 10787.0  9.94500e-01
 10787.7  9.98484e-01
 10788.3  9.98256e-01
 10788.9  1.00124e+00
 10789.6  1.01114e+00
 10790.2  1.00351e+00
 10790.8  1.00805e+00
 10791.5  9.84749e-01
 10792.1  9.93209e-01
 10792.7  1.00002e+00
 10793.4  1.00039e+00
 10794.0  1.01140e+00
 10794.6  1.02381e+00
 10795.3  1.00043e+00
 10795.9  9.99138e-01
 10796.5  9.89991e-01
 10797.2  1.00112e+00
 10797.8  9.81157e-01
 10798.4  1.01044e+00
 10799.1  1.00998e+00
 10799.7  9.76629e-01
 10800.4  9.99876e-01
 10801.0  9.84532e-01
 10801.6  1.00449e+00
 10802.3  9.98347e-01
 10802.9  1.02345e+00
 10803.5  1.04290e+00
 10804.2  1.00421e+00
 10804.8  1.01347e+00
 10805.4  1.00953e+00
 10806.1  1.00197e+00
 10806.7  9.92894e-01
 10807.3  9.96915e-01
 10808.0  1.01409e+00
 10808.6  1.01197e+00
 10809.2  1.00278e+00
 10809.9  1.01202e+00
 10810.5  1.00680e+00
 10811.1  1.00064e+00
 10811.8  9.83400e-01
 10812.4  1.00029e+00
 10813.0  1.00885e+00
 10813.7  1.01090e+00
 10814.3  1.01627e+00
 10814.9  1.01532e+00
 10815.6  1.02351e+00
 10816.2  1.01151e+00
 10816.8  1.01937e+00
 10817.5  1.01257e+00
 10818.1  1.02732e+00
 10818.7  1.02980e+00
 10819.4  1.03837e+00
 10820.0  1.05629e+00
 10820.6  1.06342e+00
 10821.3  1.09563e+00
 10821.9  1.14094e+00
 10822.6  1.19536e+00
 10823.2  1.27583e+00
 10823.8  1.39925e+00
 10824.5  1.55174e+00
 10825.1  1.66554e+00
 10825.7  1.72270e+00
 10826.4  1.79714e+00
 10827.0  1.79637e+00
 10827.6  1.73177e+00
 10828.3  1.68883e+00
 10828.9  1.67702e+00
 10829.5  1.70881e+00
 10830.2  1.73379e+00
 10830.8  1.77807e+00
 10831.4  1.70650e+00
 10832.1  1.64314e+00
 10832.7  1.57926e+00
 10833.3  1.47780e+00
 10834.0  1.43601e+00
 10834.6  1.40814e+00
 10835.2  1.32039e+00
 10835.9  1.24397e+00
 10836.5  1.19927e+00
 10837.1  1.16402e+00
 10837.8  1.06737e+00
 10838.4  1.05361e+00
 10839.0  1.03550e+00
 10839.7  1.03812e+00
 10840.3  1.02863e+00
 10840.9  1.02212e+00
 10841.6  1.02521e+00
 10842.2  1.02942e+00
 10842.9  1.01277e+00
 10843.5  1.00615e+00
 10844.1  1.00218e+00
 10844.8  1.00714e+00
 10845.4  9.96376e-01
 10846.0  9.96892e-01
 10846.7  1.00738e+00
 10847.3  1.02661e+00
 10847.9  1.01204e+00
 10848.6  1.01826e+00
 10849.2  1.01199e+00
 10849.8  1.01456e+00
 10850.5  1.01312e+00
 10851.1  9.97961e-01
 10851.7  1.00236e+00
 10852.4  9.99338e-01
 10853.0  1.00262e+00
 10853.6  9.99929e-01
 10854.3  1.00858e+00
 10854.9  1.03585e+00
 10855.5  1.04103e+00
 10856.2  1.04447e+00
 10856.8  1.05268e+00
 10857.4  1.03163e+00
 10858.1  1.03648e+00
 10858.7  1.02336e+00
 10859.3  1.01713e+00
 10860.0  9.93288e-01
 10860.6  9.75630e-01
 10861.2  9.54087e-01
 10861.9  1.01231e+00
 10862.5  1.03128e+00
 10863.1  1.00812e+00
 10863.8  1.01942e+00
 10864.4  1.03016e+00
 10865.1  1.02236e+00
 10865.7  1.00815e+00
 10866.3  1.02342e+00
 10867.0  1.03903e+00
 10867.6  1.04332e+00
 10868.2  1.02831e+00
 10868.9  1.01987e+00
 10869.5  1.00587e+00
 10870.1  1.00531e+00
 10870.8  1.00321e+00
 10871.4  1.02071e+00
 10872.0  1.01871e+00
 10872.7  1.00433e+00
 10873.3  1.01016e+00
 10873.9  1.00885e+00
 10874.6  1.03089e+00
 10875.2  9.91806e-01
 10875.8  1.00555e+00
 10876.5  1.01200e+00
 10877.1  1.03630e+00
 10877.7  1.01630e+00
 10878.4  9.98981e-01
 10879.0  1.01055e+00
 10879.6  1.02101e+00
 10880.3  1.02318e+00
 10880.9  1.02816e+00
 10881.5  1.00535e+00
 10882.2  9.88162e-01
 10882.8  9.99529e-01
 10883.4  9.92952e-01
 10884.1  1.01187e+00
 10884.7  9.98140e-01
 10885.4  9.99572e-01
 10886.0  1.01326e+00
 10886.6  1.00718e+00
 10887.3  9.93468e-01
 10887.9  1.01200e+00
 10888.5  9.88950e-01
 10889.2  9.97731e-01
 10889.8  1.01064e+00
 10890.4  9.91869e-01
 10891.1  1.01069e+00
 10891.7  1.00457e+00
 10892.3  9.86719e-01
 10893.0  9.94927e-01
 10893.6  9.77293e-01
 10894.2  1.00734e+00
 10894.9  1.01941e+00
